"hh_pop_rep_num","hh_intro","hhead_note","person_number","person_gender","person_age","male_adult","female_adult","male_youth","female_youth","male_child","female_child","PARENT_KEY","KEY"
1,NA,NA,NA,"M",57,1,0,0,0,0,0,"uuid:3526e0ee-543a-45ce-be07-f780b960340d","uuid:3526e0ee-543a-45ce-be07-f780b960340d/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",51,0,2,0,0,0,0,"uuid:3526e0ee-543a-45ce-be07-f780b960340d","uuid:3526e0ee-543a-45ce-be07-f780b960340d/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",12,0,0,0,0,5,0,"uuid:3526e0ee-543a-45ce-be07-f780b960340d","uuid:3526e0ee-543a-45ce-be07-f780b960340d/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
1,NA,NA,NA,"F",82,0,2,0,0,0,0,"uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9","uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",40,0,2,0,0,0,0,"uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9","uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",43,1,0,0,0,0,0,"uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9","uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"F",17,0,0,0,4,0,0,"uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9","uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"F",14,0,0,0,0,0,6,"uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9","uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"F",9,0,0,0,0,0,6,"uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9","uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
7,NA,NA,NA,"M",4,0,0,0,0,5,0,"uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9","uuid:5147afef-bcdb-4b2b-b7f8-ca608a0ce5e9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[7]"
1,NA,NA,NA,"M",42,1,0,0,0,0,0,"uuid:9bde1a8f-9526-488d-9792-a568c10ec489","uuid:9bde1a8f-9526-488d-9792-a568c10ec489/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",40,0,2,0,0,0,0,"uuid:9bde1a8f-9526-488d-9792-a568c10ec489","uuid:9bde1a8f-9526-488d-9792-a568c10ec489/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",17,0,0,0,4,0,0,"uuid:9bde1a8f-9526-488d-9792-a568c10ec489","uuid:9bde1a8f-9526-488d-9792-a568c10ec489/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"F",14,0,0,0,0,0,6,"uuid:9bde1a8f-9526-488d-9792-a568c10ec489","uuid:9bde1a8f-9526-488d-9792-a568c10ec489/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"F",9,0,0,0,0,0,6,"uuid:9bde1a8f-9526-488d-9792-a568c10ec489","uuid:9bde1a8f-9526-488d-9792-a568c10ec489/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"M",4,0,0,0,0,5,0,"uuid:9bde1a8f-9526-488d-9792-a568c10ec489","uuid:9bde1a8f-9526-488d-9792-a568c10ec489/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
7,NA,NA,NA,"F",83,0,2,0,0,0,0,"uuid:9bde1a8f-9526-488d-9792-a568c10ec489","uuid:9bde1a8f-9526-488d-9792-a568c10ec489/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[7]"
1,NA,NA,NA,"F",33,0,2,0,0,0,0,"uuid:495a2d78-cfa6-49d6-90d2-17033382c77f","uuid:495a2d78-cfa6-49d6-90d2-17033382c77f/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",41,1,0,0,0,0,0,"uuid:495a2d78-cfa6-49d6-90d2-17033382c77f","uuid:495a2d78-cfa6-49d6-90d2-17033382c77f/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",16,0,0,0,4,0,0,"uuid:495a2d78-cfa6-49d6-90d2-17033382c77f","uuid:495a2d78-cfa6-49d6-90d2-17033382c77f/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"F",14,0,0,0,0,0,6,"uuid:495a2d78-cfa6-49d6-90d2-17033382c77f","uuid:495a2d78-cfa6-49d6-90d2-17033382c77f/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"F",9,0,0,0,0,0,6,"uuid:495a2d78-cfa6-49d6-90d2-17033382c77f","uuid:495a2d78-cfa6-49d6-90d2-17033382c77f/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"F",6,0,0,0,0,0,6,"uuid:495a2d78-cfa6-49d6-90d2-17033382c77f","uuid:495a2d78-cfa6-49d6-90d2-17033382c77f/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
1,NA,NA,NA,"M",80,1,0,0,0,0,0,"uuid:620ac49b-0cd1-4476-9e96-dd659a6788c6","uuid:620ac49b-0cd1-4476-9e96-dd659a6788c6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",67,0,2,0,0,0,0,"uuid:620ac49b-0cd1-4476-9e96-dd659a6788c6","uuid:620ac49b-0cd1-4476-9e96-dd659a6788c6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
1,NA,NA,NA,"M",66,1,0,0,0,0,0,"uuid:9c18cc50-a151-40b3-aef0-3af0213df84a","uuid:9c18cc50-a151-40b3-aef0-3af0213df84a/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",61,0,2,0,0,0,0,"uuid:9c18cc50-a151-40b3-aef0-3af0213df84a","uuid:9c18cc50-a151-40b3-aef0-3af0213df84a/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",29,0,0,0,4,0,0,"uuid:9c18cc50-a151-40b3-aef0-3af0213df84a","uuid:9c18cc50-a151-40b3-aef0-3af0213df84a/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",11,0,0,0,0,5,0,"uuid:9c18cc50-a151-40b3-aef0-3af0213df84a","uuid:9c18cc50-a151-40b3-aef0-3af0213df84a/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"F",8,0,0,0,0,0,6,"uuid:9c18cc50-a151-40b3-aef0-3af0213df84a","uuid:9c18cc50-a151-40b3-aef0-3af0213df84a/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"M",2,0,0,0,0,5,0,"uuid:9c18cc50-a151-40b3-aef0-3af0213df84a","uuid:9c18cc50-a151-40b3-aef0-3af0213df84a/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
1,NA,NA,NA,"M",25,0,0,3,0,0,0,"uuid:e9e6af34-4f6f-4d20-8afa-ad51030aea5d","uuid:e9e6af34-4f6f-4d20-8afa-ad51030aea5d/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",21,0,0,0,4,0,0,"uuid:e9e6af34-4f6f-4d20-8afa-ad51030aea5d","uuid:e9e6af34-4f6f-4d20-8afa-ad51030aea5d/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",3,0,0,0,0,0,6,"uuid:e9e6af34-4f6f-4d20-8afa-ad51030aea5d","uuid:e9e6af34-4f6f-4d20-8afa-ad51030aea5d/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"F",12,0,0,0,0,0,6,"uuid:e9e6af34-4f6f-4d20-8afa-ad51030aea5d","uuid:e9e6af34-4f6f-4d20-8afa-ad51030aea5d/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"M",16,0,0,3,0,0,0,"uuid:e9e6af34-4f6f-4d20-8afa-ad51030aea5d","uuid:e9e6af34-4f6f-4d20-8afa-ad51030aea5d/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"F",41,0,2,0,0,0,0,"uuid:e9e6af34-4f6f-4d20-8afa-ad51030aea5d","uuid:e9e6af34-4f6f-4d20-8afa-ad51030aea5d/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
1,NA,NA,NA,"M",58,1,0,0,0,0,0,"uuid:0fad669d-bc41-4401-8179-e270a827f18e","uuid:0fad669d-bc41-4401-8179-e270a827f18e/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",54,0,2,0,0,0,0,"uuid:0fad669d-bc41-4401-8179-e270a827f18e","uuid:0fad669d-bc41-4401-8179-e270a827f18e/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",18,0,0,0,4,0,0,"uuid:0fad669d-bc41-4401-8179-e270a827f18e","uuid:0fad669d-bc41-4401-8179-e270a827f18e/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",5,0,0,0,0,5,0,"uuid:0fad669d-bc41-4401-8179-e270a827f18e","uuid:0fad669d-bc41-4401-8179-e270a827f18e/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
1,NA,NA,NA,"M",43,1,0,0,0,0,0,"uuid:75829d2c-4621-4809-b21e-8d4a9676243a","uuid:75829d2c-4621-4809-b21e-8d4a9676243a/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",42,0,2,0,0,0,0,"uuid:75829d2c-4621-4809-b21e-8d4a9676243a","uuid:75829d2c-4621-4809-b21e-8d4a9676243a/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",19,0,0,3,0,0,0,"uuid:75829d2c-4621-4809-b21e-8d4a9676243a","uuid:75829d2c-4621-4809-b21e-8d4a9676243a/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"F",18,0,0,0,4,0,0,"uuid:75829d2c-4621-4809-b21e-8d4a9676243a","uuid:75829d2c-4621-4809-b21e-8d4a9676243a/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"M",14,0,0,0,0,5,0,"uuid:75829d2c-4621-4809-b21e-8d4a9676243a","uuid:75829d2c-4621-4809-b21e-8d4a9676243a/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"F",12,0,0,0,0,0,6,"uuid:75829d2c-4621-4809-b21e-8d4a9676243a","uuid:75829d2c-4621-4809-b21e-8d4a9676243a/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
7,NA,NA,NA,"F",8,0,0,0,0,0,6,"uuid:75829d2c-4621-4809-b21e-8d4a9676243a","uuid:75829d2c-4621-4809-b21e-8d4a9676243a/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[7]"
1,NA,NA,NA,"M",26,0,0,3,0,0,0,"uuid:91b9f616-0025-417b-a84d-7a6db3c3f958","uuid:91b9f616-0025-417b-a84d-7a6db3c3f958/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",24,0,0,0,4,0,0,"uuid:91b9f616-0025-417b-a84d-7a6db3c3f958","uuid:91b9f616-0025-417b-a84d-7a6db3c3f958/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",6,0,0,0,0,5,0,"uuid:91b9f616-0025-417b-a84d-7a6db3c3f958","uuid:91b9f616-0025-417b-a84d-7a6db3c3f958/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"F",2,0,0,0,0,0,6,"uuid:91b9f616-0025-417b-a84d-7a6db3c3f958","uuid:91b9f616-0025-417b-a84d-7a6db3c3f958/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
1,NA,NA,NA,"M",41,1,0,0,0,0,0,"uuid:249d8c56-081c-402b-a1cc-76493604aca9","uuid:249d8c56-081c-402b-a1cc-76493604aca9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",39,0,2,0,0,0,0,"uuid:249d8c56-081c-402b-a1cc-76493604aca9","uuid:249d8c56-081c-402b-a1cc-76493604aca9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",19,0,0,3,0,0,0,"uuid:249d8c56-081c-402b-a1cc-76493604aca9","uuid:249d8c56-081c-402b-a1cc-76493604aca9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"F",18,0,0,0,4,0,0,"uuid:249d8c56-081c-402b-a1cc-76493604aca9","uuid:249d8c56-081c-402b-a1cc-76493604aca9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"M",16,0,0,3,0,0,0,"uuid:249d8c56-081c-402b-a1cc-76493604aca9","uuid:249d8c56-081c-402b-a1cc-76493604aca9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"M",13,0,0,0,0,5,0,"uuid:249d8c56-081c-402b-a1cc-76493604aca9","uuid:249d8c56-081c-402b-a1cc-76493604aca9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
7,NA,NA,NA,"M",11,0,0,0,0,5,0,"uuid:249d8c56-081c-402b-a1cc-76493604aca9","uuid:249d8c56-081c-402b-a1cc-76493604aca9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[7]"
8,NA,NA,NA,"F",9,0,0,0,0,0,6,"uuid:249d8c56-081c-402b-a1cc-76493604aca9","uuid:249d8c56-081c-402b-a1cc-76493604aca9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[8]"
1,NA,NA,NA,"M",58,1,0,0,0,0,0,"uuid:984d0660-3ad6-497d-8506-da7a2ee2bf3b","uuid:984d0660-3ad6-497d-8506-da7a2ee2bf3b/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",58,0,2,0,0,0,0,"uuid:984d0660-3ad6-497d-8506-da7a2ee2bf3b","uuid:984d0660-3ad6-497d-8506-da7a2ee2bf3b/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",23,0,0,0,4,0,0,"uuid:984d0660-3ad6-497d-8506-da7a2ee2bf3b","uuid:984d0660-3ad6-497d-8506-da7a2ee2bf3b/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",11,0,0,0,0,5,0,"uuid:984d0660-3ad6-497d-8506-da7a2ee2bf3b","uuid:984d0660-3ad6-497d-8506-da7a2ee2bf3b/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
1,NA,NA,NA,"M",40,1,0,0,0,0,0,"uuid:69998139-106c-43fc-b5b2-85149e993693","uuid:69998139-106c-43fc-b5b2-85149e993693/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",39,0,2,0,0,0,0,"uuid:69998139-106c-43fc-b5b2-85149e993693","uuid:69998139-106c-43fc-b5b2-85149e993693/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",73,0,2,0,0,0,0,"uuid:69998139-106c-43fc-b5b2-85149e993693","uuid:69998139-106c-43fc-b5b2-85149e993693/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"F",12,0,0,0,0,0,6,"uuid:69998139-106c-43fc-b5b2-85149e993693","uuid:69998139-106c-43fc-b5b2-85149e993693/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
1,NA,NA,NA,"F",32,0,2,0,0,0,0,"uuid:e927f8a6-3695-4ea0-af0c-5366395367e6","uuid:e927f8a6-3695-4ea0-af0c-5366395367e6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",10,0,0,0,0,0,6,"uuid:e927f8a6-3695-4ea0-af0c-5366395367e6","uuid:e927f8a6-3695-4ea0-af0c-5366395367e6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",6,0,0,0,0,5,0,"uuid:e927f8a6-3695-4ea0-af0c-5366395367e6","uuid:e927f8a6-3695-4ea0-af0c-5366395367e6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"F",5,0,0,0,0,0,6,"uuid:e927f8a6-3695-4ea0-af0c-5366395367e6","uuid:e927f8a6-3695-4ea0-af0c-5366395367e6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
1,NA,NA,NA,"F",49,0,2,0,0,0,0,"uuid:d5335de8-8de6-4817-b2c3-2820d2aa3b8b","uuid:d5335de8-8de6-4817-b2c3-2820d2aa3b8b/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",52,1,0,0,0,0,0,"uuid:d5335de8-8de6-4817-b2c3-2820d2aa3b8b","uuid:d5335de8-8de6-4817-b2c3-2820d2aa3b8b/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",23,0,0,3,0,0,0,"uuid:d5335de8-8de6-4817-b2c3-2820d2aa3b8b","uuid:d5335de8-8de6-4817-b2c3-2820d2aa3b8b/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
1,NA,NA,NA,"M",42,1,0,0,0,0,0,"uuid:74a846c8-da37-4501-8dfa-b432c87efe90","uuid:74a846c8-da37-4501-8dfa-b432c87efe90/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",35,0,2,0,0,0,0,"uuid:74a846c8-da37-4501-8dfa-b432c87efe90","uuid:74a846c8-da37-4501-8dfa-b432c87efe90/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",7,0,0,0,0,0,6,"uuid:74a846c8-da37-4501-8dfa-b432c87efe90","uuid:74a846c8-da37-4501-8dfa-b432c87efe90/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
1,NA,NA,NA,"M",66,1,0,0,0,0,0,"uuid:70a351ae-ff1f-407d-a86e-f36159530f30","uuid:70a351ae-ff1f-407d-a86e-f36159530f30/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",61,0,2,0,0,0,0,"uuid:70a351ae-ff1f-407d-a86e-f36159530f30","uuid:70a351ae-ff1f-407d-a86e-f36159530f30/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",23,0,0,0,4,0,0,"uuid:70a351ae-ff1f-407d-a86e-f36159530f30","uuid:70a351ae-ff1f-407d-a86e-f36159530f30/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
1,NA,NA,NA,"M",47,1,0,0,0,0,0,"uuid:be3a4aac-5edb-4259-ac9e-cac9bffc697d","uuid:be3a4aac-5edb-4259-ac9e-cac9bffc697d/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",47,0,2,0,0,0,0,"uuid:be3a4aac-5edb-4259-ac9e-cac9bffc697d","uuid:be3a4aac-5edb-4259-ac9e-cac9bffc697d/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",19,0,0,0,4,0,0,"uuid:be3a4aac-5edb-4259-ac9e-cac9bffc697d","uuid:be3a4aac-5edb-4259-ac9e-cac9bffc697d/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",14,0,0,0,0,5,0,"uuid:be3a4aac-5edb-4259-ac9e-cac9bffc697d","uuid:be3a4aac-5edb-4259-ac9e-cac9bffc697d/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
1,NA,NA,NA,"M",79,1,0,0,0,0,0,"uuid:29d36225-5ab5-4b78-9f10-cc2f212988f4","uuid:29d36225-5ab5-4b78-9f10-cc2f212988f4/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",76,0,2,0,0,0,0,"uuid:29d36225-5ab5-4b78-9f10-cc2f212988f4","uuid:29d36225-5ab5-4b78-9f10-cc2f212988f4/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",11,0,0,0,0,5,0,"uuid:29d36225-5ab5-4b78-9f10-cc2f212988f4","uuid:29d36225-5ab5-4b78-9f10-cc2f212988f4/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
1,NA,NA,NA,"M",45,1,0,0,0,0,0,"uuid:5d4cf43a-7195-455e-8616-8c842aeeec38","uuid:5d4cf43a-7195-455e-8616-8c842aeeec38/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",41,0,2,0,0,0,0,"uuid:5d4cf43a-7195-455e-8616-8c842aeeec38","uuid:5d4cf43a-7195-455e-8616-8c842aeeec38/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",23,0,0,3,0,0,0,"uuid:5d4cf43a-7195-455e-8616-8c842aeeec38","uuid:5d4cf43a-7195-455e-8616-8c842aeeec38/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"F",20,0,0,0,4,0,0,"uuid:5d4cf43a-7195-455e-8616-8c842aeeec38","uuid:5d4cf43a-7195-455e-8616-8c842aeeec38/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"M",20,0,0,3,0,0,0,"uuid:5d4cf43a-7195-455e-8616-8c842aeeec38","uuid:5d4cf43a-7195-455e-8616-8c842aeeec38/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"F",18,0,0,0,4,0,0,"uuid:5d4cf43a-7195-455e-8616-8c842aeeec38","uuid:5d4cf43a-7195-455e-8616-8c842aeeec38/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
7,NA,NA,NA,"F",12,0,0,0,0,0,6,"uuid:5d4cf43a-7195-455e-8616-8c842aeeec38","uuid:5d4cf43a-7195-455e-8616-8c842aeeec38/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[7]"
8,NA,NA,NA,"M",7,0,0,0,0,5,0,"uuid:5d4cf43a-7195-455e-8616-8c842aeeec38","uuid:5d4cf43a-7195-455e-8616-8c842aeeec38/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[8]"
9,NA,NA,NA,"F",4,0,0,0,0,0,6,"uuid:5d4cf43a-7195-455e-8616-8c842aeeec38","uuid:5d4cf43a-7195-455e-8616-8c842aeeec38/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[9]"
1,NA,NA,NA,"M",72,1,0,0,0,0,0,"uuid:08aab7fc-237c-4b94-94bf-ab5428cf5be2","uuid:08aab7fc-237c-4b94-94bf-ab5428cf5be2/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",56,0,2,0,0,0,0,"uuid:08aab7fc-237c-4b94-94bf-ab5428cf5be2","uuid:08aab7fc-237c-4b94-94bf-ab5428cf5be2/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",32,1,0,0,0,0,0,"uuid:08aab7fc-237c-4b94-94bf-ab5428cf5be2","uuid:08aab7fc-237c-4b94-94bf-ab5428cf5be2/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"F",20,0,0,0,4,0,0,"uuid:08aab7fc-237c-4b94-94bf-ab5428cf5be2","uuid:08aab7fc-237c-4b94-94bf-ab5428cf5be2/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"F",6,0,0,0,0,0,6,"uuid:08aab7fc-237c-4b94-94bf-ab5428cf5be2","uuid:08aab7fc-237c-4b94-94bf-ab5428cf5be2/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
