"hh_pop_rep_num","hh_intro","hhead_note","person_number","person_gender","person_age","male_adult","female_adult","male_youth","female_youth","male_child","female_child","PARENT_KEY","KEY"
5,NA,NA,NA,"F",9,0,0,0,0,0,6,"uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284","uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
1,NA,NA,NA,"F",81,0,2,0,0,0,0,"uuid:452d0f94-c251-4e57-b29f-1cc8df18f641","uuid:452d0f94-c251-4e57-b29f-1cc8df18f641/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",40,0,2,0,0,0,0,"uuid:452d0f94-c251-4e57-b29f-1cc8df18f641","uuid:452d0f94-c251-4e57-b29f-1cc8df18f641/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",35,1,0,0,0,0,0,"uuid:452d0f94-c251-4e57-b29f-1cc8df18f641","uuid:452d0f94-c251-4e57-b29f-1cc8df18f641/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
1,NA,NA,NA,"M",34,1,0,0,0,0,0,"uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139","uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",21,0,0,3,0,0,0,"uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139","uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",20,0,0,3,0,0,0,"uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139","uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",14,0,0,0,0,5,0,"uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139","uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"M",14,0,0,0,0,5,0,"uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139","uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"M",5,0,0,0,0,5,0,"uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139","uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
7,NA,NA,NA,"M",2,0,0,0,0,5,0,"uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139","uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[7]"
8,NA,NA,NA,"F",35,0,2,0,0,0,0,"uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139","uuid:c7523e62-1290-4acd-be67-dfa9cdd0c139/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[8]"
1,NA,NA,NA,"F",56,0,2,0,0,0,0,"uuid:3e0041fa-c3e9-42e2-bfe8-d03ea2b4dfbf","uuid:3e0041fa-c3e9-42e2-bfe8-d03ea2b4dfbf/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",65,1,0,0,0,0,0,"uuid:3e0041fa-c3e9-42e2-bfe8-d03ea2b4dfbf","uuid:3e0041fa-c3e9-42e2-bfe8-d03ea2b4dfbf/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
1,NA,NA,NA,"F",54,0,2,0,0,0,0,"uuid:3c46085a-b5bd-496a-9131-9fae287b9e57","uuid:3c46085a-b5bd-496a-9131-9fae287b9e57/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",90,0,2,0,0,0,0,"uuid:3c46085a-b5bd-496a-9131-9fae287b9e57","uuid:3c46085a-b5bd-496a-9131-9fae287b9e57/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",24,0,0,0,4,0,0,"uuid:3c46085a-b5bd-496a-9131-9fae287b9e57","uuid:3c46085a-b5bd-496a-9131-9fae287b9e57/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",23,0,0,3,0,0,0,"uuid:3c46085a-b5bd-496a-9131-9fae287b9e57","uuid:3c46085a-b5bd-496a-9131-9fae287b9e57/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
1,NA,NA,NA,"M",36,1,0,0,0,0,0,"uuid:1fff7648-d485-48c0-9ca6-2858199316b1","uuid:1fff7648-d485-48c0-9ca6-2858199316b1/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",39,0,2,0,0,0,0,"uuid:1fff7648-d485-48c0-9ca6-2858199316b1","uuid:1fff7648-d485-48c0-9ca6-2858199316b1/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",15,0,0,0,4,0,0,"uuid:1fff7648-d485-48c0-9ca6-2858199316b1","uuid:1fff7648-d485-48c0-9ca6-2858199316b1/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",7,0,0,0,0,5,0,"uuid:1fff7648-d485-48c0-9ca6-2858199316b1","uuid:1fff7648-d485-48c0-9ca6-2858199316b1/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
1,NA,NA,NA,"F",52,0,2,0,0,0,0,"uuid:c2880540-6d5e-4747-bd9f-4470c92516ba","uuid:c2880540-6d5e-4747-bd9f-4470c92516ba/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",25,0,0,0,4,0,0,"uuid:c2880540-6d5e-4747-bd9f-4470c92516ba","uuid:c2880540-6d5e-4747-bd9f-4470c92516ba/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",60,1,0,0,0,0,0,"uuid:c2880540-6d5e-4747-bd9f-4470c92516ba","uuid:c2880540-6d5e-4747-bd9f-4470c92516ba/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",20,0,0,3,0,0,0,"uuid:c2880540-6d5e-4747-bd9f-4470c92516ba","uuid:c2880540-6d5e-4747-bd9f-4470c92516ba/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"M",18,0,0,3,0,0,0,"uuid:c2880540-6d5e-4747-bd9f-4470c92516ba","uuid:c2880540-6d5e-4747-bd9f-4470c92516ba/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"M",13,0,0,0,0,5,0,"uuid:c2880540-6d5e-4747-bd9f-4470c92516ba","uuid:c2880540-6d5e-4747-bd9f-4470c92516ba/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
7,NA,NA,NA,"M",3,0,0,0,0,5,0,"uuid:c2880540-6d5e-4747-bd9f-4470c92516ba","uuid:c2880540-6d5e-4747-bd9f-4470c92516ba/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[7]"
8,NA,NA,NA,"M",0,0,0,0,0,5,0,"uuid:c2880540-6d5e-4747-bd9f-4470c92516ba","uuid:c2880540-6d5e-4747-bd9f-4470c92516ba/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[8]"
1,NA,NA,NA,"F",58,0,2,0,0,0,0,"uuid:fedaa08f-b964-4c2b-89a4-7ab7b03d97e6","uuid:fedaa08f-b964-4c2b-89a4-7ab7b03d97e6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",59,1,0,0,0,0,0,"uuid:fedaa08f-b964-4c2b-89a4-7ab7b03d97e6","uuid:fedaa08f-b964-4c2b-89a4-7ab7b03d97e6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",25,0,0,3,0,0,0,"uuid:fedaa08f-b964-4c2b-89a4-7ab7b03d97e6","uuid:fedaa08f-b964-4c2b-89a4-7ab7b03d97e6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
1,NA,NA,NA,"F",68,0,2,0,0,0,0,"uuid:b3806a0e-0647-4183-9fe9-33b3f7ce8aa5","uuid:b3806a0e-0647-4183-9fe9-33b3f7ce8aa5/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
1,NA,NA,NA,"F",49,0,2,0,0,0,0,"uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac","uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",23,0,0,0,4,0,0,"uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac","uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",20,0,0,0,4,0,0,"uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac","uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",66,1,0,0,0,0,0,"uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac","uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"M",12,0,0,0,0,5,0,"uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac","uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"M",6,0,0,0,0,5,0,"uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac","uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
1,NA,NA,NA,"F",57,0,2,0,0,0,0,"uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8","uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",21,0,0,0,4,0,0,"uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8","uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",18,0,0,0,4,0,0,"uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8","uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",60,1,0,0,0,0,0,"uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8","uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"M",25,0,0,3,0,0,0,"uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8","uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"M",12,0,0,0,0,5,0,"uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8","uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
1,NA,NA,NA,"F",42,0,2,0,0,0,0,"uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2","uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",53,1,0,0,0,0,0,"uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2","uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",15,0,0,3,0,0,0,"uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2","uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",13,0,0,0,0,5,0,"uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2","uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
