"hh_pop_rep_num","hh_intro","hhead_note","person_number","person_gender","person_age","male_adult","female_adult","male_youth","female_youth","male_child","female_child","PARENT_KEY","KEY"
1,NA,NA,NA,"F",45,0,2,0,0,0,0,"uuid:bb439e67-93bd-42cd-b9a5-e087e735f1e6","uuid:bb439e67-93bd-42cd-b9a5-e087e735f1e6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",51,1,0,0,0,0,0,"uuid:bb439e67-93bd-42cd-b9a5-e087e735f1e6","uuid:bb439e67-93bd-42cd-b9a5-e087e735f1e6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",23,0,0,3,0,0,0,"uuid:bb439e67-93bd-42cd-b9a5-e087e735f1e6","uuid:bb439e67-93bd-42cd-b9a5-e087e735f1e6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",18,0,0,3,0,0,0,"uuid:bb439e67-93bd-42cd-b9a5-e087e735f1e6","uuid:bb439e67-93bd-42cd-b9a5-e087e735f1e6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"F",5,0,0,0,0,0,6,"uuid:bb439e67-93bd-42cd-b9a5-e087e735f1e6","uuid:bb439e67-93bd-42cd-b9a5-e087e735f1e6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
1,NA,NA,NA,"M",32,1,0,0,0,0,0,"uuid:9c9fde53-162f-4583-876d-ff9b5ef2efdb","uuid:9c9fde53-162f-4583-876d-ff9b5ef2efdb/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",35,0,2,0,0,0,0,"uuid:9c9fde53-162f-4583-876d-ff9b5ef2efdb","uuid:9c9fde53-162f-4583-876d-ff9b5ef2efdb/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",4,0,0,0,0,0,6,"uuid:9c9fde53-162f-4583-876d-ff9b5ef2efdb","uuid:9c9fde53-162f-4583-876d-ff9b5ef2efdb/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
1,NA,NA,NA,"F",63,0,2,0,0,0,0,"uuid:e48aa1b7-26d1-4ca0-b10d-10870f768b88","uuid:e48aa1b7-26d1-4ca0-b10d-10870f768b88/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",69,1,0,0,0,0,0,"uuid:e48aa1b7-26d1-4ca0-b10d-10870f768b88","uuid:e48aa1b7-26d1-4ca0-b10d-10870f768b88/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
1,NA,NA,NA,"F",50,0,2,0,0,0,0,"uuid:cde06c54-c7f0-4911-99cb-4cac64522ffd","uuid:cde06c54-c7f0-4911-99cb-4cac64522ffd/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",15,0,0,3,0,0,0,"uuid:cde06c54-c7f0-4911-99cb-4cac64522ffd","uuid:cde06c54-c7f0-4911-99cb-4cac64522ffd/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
1,NA,NA,NA,"F",38,0,2,0,0,0,0,"uuid:00f8a67f-7619-4b82-9cc9-059ac4180656","uuid:00f8a67f-7619-4b82-9cc9-059ac4180656/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",36,1,0,0,0,0,0,"uuid:00f8a67f-7619-4b82-9cc9-059ac4180656","uuid:00f8a67f-7619-4b82-9cc9-059ac4180656/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",15,0,0,0,4,0,0,"uuid:00f8a67f-7619-4b82-9cc9-059ac4180656","uuid:00f8a67f-7619-4b82-9cc9-059ac4180656/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",12,0,0,0,0,5,0,"uuid:00f8a67f-7619-4b82-9cc9-059ac4180656","uuid:00f8a67f-7619-4b82-9cc9-059ac4180656/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"M",8,0,0,0,0,5,0,"uuid:00f8a67f-7619-4b82-9cc9-059ac4180656","uuid:00f8a67f-7619-4b82-9cc9-059ac4180656/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
1,NA,NA,NA,"F",30,0,0,0,4,0,0,"uuid:aa051a9e-f054-44a2-b3a5-d5c638a78f98","uuid:aa051a9e-f054-44a2-b3a5-d5c638a78f98/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",64,1,0,0,0,0,0,"uuid:aa051a9e-f054-44a2-b3a5-d5c638a78f98","uuid:aa051a9e-f054-44a2-b3a5-d5c638a78f98/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",15,0,0,3,0,0,0,"uuid:aa051a9e-f054-44a2-b3a5-d5c638a78f98","uuid:aa051a9e-f054-44a2-b3a5-d5c638a78f98/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",11,0,0,0,0,5,0,"uuid:aa051a9e-f054-44a2-b3a5-d5c638a78f98","uuid:aa051a9e-f054-44a2-b3a5-d5c638a78f98/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"M",5,0,0,0,0,5,0,"uuid:aa051a9e-f054-44a2-b3a5-d5c638a78f98","uuid:aa051a9e-f054-44a2-b3a5-d5c638a78f98/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
1,NA,NA,NA,"F",38,0,2,0,0,0,0,"uuid:dee794b9-9103-4284-b2e5-c5a20a1db8ce","uuid:dee794b9-9103-4284-b2e5-c5a20a1db8ce/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"F",38,0,2,0,0,0,0,"uuid:dee794b9-9103-4284-b2e5-c5a20a1db8ce","uuid:dee794b9-9103-4284-b2e5-c5a20a1db8ce/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
1,NA,NA,NA,"F",26,0,0,0,4,0,0,"uuid:2c0251ab-6a50-4de3-b0c1-3a5793f5802c","uuid:2c0251ab-6a50-4de3-b0c1-3a5793f5802c/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",27,0,0,3,0,0,0,"uuid:2c0251ab-6a50-4de3-b0c1-3a5793f5802c","uuid:2c0251ab-6a50-4de3-b0c1-3a5793f5802c/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
1,NA,NA,NA,"F",31,0,2,0,0,0,0,"uuid:376ff232-2461-486f-8c0a-cb7485f56d64","uuid:376ff232-2461-486f-8c0a-cb7485f56d64/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",37,1,0,0,0,0,0,"uuid:376ff232-2461-486f-8c0a-cb7485f56d64","uuid:376ff232-2461-486f-8c0a-cb7485f56d64/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",10,0,0,0,0,0,6,"uuid:376ff232-2461-486f-8c0a-cb7485f56d64","uuid:376ff232-2461-486f-8c0a-cb7485f56d64/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
1,NA,NA,NA,"F",53,0,2,0,0,0,0,"uuid:824155ea-7032-4b91-97d0-65a4da5c89f9","uuid:824155ea-7032-4b91-97d0-65a4da5c89f9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",17,0,0,3,0,0,0,"uuid:824155ea-7032-4b91-97d0-65a4da5c89f9","uuid:824155ea-7032-4b91-97d0-65a4da5c89f9/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
1,NA,NA,NA,"F",56,0,2,0,0,0,0,"uuid:338f0eb3-dac8-4415-abc9-c156441bdaff","uuid:338f0eb3-dac8-4415-abc9-c156441bdaff/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",20,0,0,3,0,0,0,"uuid:338f0eb3-dac8-4415-abc9-c156441bdaff","uuid:338f0eb3-dac8-4415-abc9-c156441bdaff/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
1,NA,NA,NA,"F",55,0,2,0,0,0,0,"uuid:0c959db9-b533-4354-83b3-d3a0824bc531","uuid:0c959db9-b533-4354-83b3-d3a0824bc531/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",57,1,0,0,0,0,0,"uuid:0c959db9-b533-4354-83b3-d3a0824bc531","uuid:0c959db9-b533-4354-83b3-d3a0824bc531/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",19,0,0,3,0,0,0,"uuid:0c959db9-b533-4354-83b3-d3a0824bc531","uuid:0c959db9-b533-4354-83b3-d3a0824bc531/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",29,0,0,3,0,0,0,"uuid:0c959db9-b533-4354-83b3-d3a0824bc531","uuid:0c959db9-b533-4354-83b3-d3a0824bc531/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"M",25,0,0,3,0,0,0,"uuid:0c959db9-b533-4354-83b3-d3a0824bc531","uuid:0c959db9-b533-4354-83b3-d3a0824bc531/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"M",23,0,0,3,0,0,0,"uuid:0c959db9-b533-4354-83b3-d3a0824bc531","uuid:0c959db9-b533-4354-83b3-d3a0824bc531/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
1,NA,NA,NA,"F",29,0,0,0,4,0,0,"uuid:12a3dc69-6704-444b-a934-0e502de670f4","uuid:12a3dc69-6704-444b-a934-0e502de670f4/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",30,0,0,3,0,0,0,"uuid:12a3dc69-6704-444b-a934-0e502de670f4","uuid:12a3dc69-6704-444b-a934-0e502de670f4/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",12,0,0,0,0,5,0,"uuid:12a3dc69-6704-444b-a934-0e502de670f4","uuid:12a3dc69-6704-444b-a934-0e502de670f4/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
1,NA,NA,NA,"F",55,0,2,0,0,0,0,"uuid:0775fab9-0d2d-45f1-9f67-d412d58eb329","uuid:0775fab9-0d2d-45f1-9f67-d412d58eb329/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",59,1,0,0,0,0,0,"uuid:0775fab9-0d2d-45f1-9f67-d412d58eb329","uuid:0775fab9-0d2d-45f1-9f67-d412d58eb329/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
1,NA,NA,NA,"F",22,0,0,0,4,0,0,"uuid:20c844ea-82b8-4f19-bf23-9fd66f6416ad","uuid:20c844ea-82b8-4f19-bf23-9fd66f6416ad/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",25,0,0,3,0,0,0,"uuid:20c844ea-82b8-4f19-bf23-9fd66f6416ad","uuid:20c844ea-82b8-4f19-bf23-9fd66f6416ad/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",7,0,0,0,0,0,6,"uuid:20c844ea-82b8-4f19-bf23-9fd66f6416ad","uuid:20c844ea-82b8-4f19-bf23-9fd66f6416ad/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",1,0,0,0,0,5,0,"uuid:20c844ea-82b8-4f19-bf23-9fd66f6416ad","uuid:20c844ea-82b8-4f19-bf23-9fd66f6416ad/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
1,NA,NA,NA,"F",54,0,2,0,0,0,0,"uuid:167108ec-006e-422e-a14a-a9f10e1f8252","uuid:167108ec-006e-422e-a14a-a9f10e1f8252/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",57,1,0,0,0,0,0,"uuid:167108ec-006e-422e-a14a-a9f10e1f8252","uuid:167108ec-006e-422e-a14a-a9f10e1f8252/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",35,1,0,0,0,0,0,"uuid:167108ec-006e-422e-a14a-a9f10e1f8252","uuid:167108ec-006e-422e-a14a-a9f10e1f8252/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"M",21,0,0,3,0,0,0,"uuid:167108ec-006e-422e-a14a-a9f10e1f8252","uuid:167108ec-006e-422e-a14a-a9f10e1f8252/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"F",18,0,0,0,4,0,0,"uuid:167108ec-006e-422e-a14a-a9f10e1f8252","uuid:167108ec-006e-422e-a14a-a9f10e1f8252/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
6,NA,NA,NA,"F",16,0,0,0,4,0,0,"uuid:167108ec-006e-422e-a14a-a9f10e1f8252","uuid:167108ec-006e-422e-a14a-a9f10e1f8252/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[6]"
7,NA,NA,NA,"F",4,0,0,0,0,0,6,"uuid:167108ec-006e-422e-a14a-a9f10e1f8252","uuid:167108ec-006e-422e-a14a-a9f10e1f8252/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[7]"
1,NA,NA,NA,"F",54,0,2,0,0,0,0,"uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb","uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",57,1,0,0,0,0,0,"uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb","uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"F",18,0,0,0,4,0,0,"uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb","uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"F",16,0,0,0,4,0,0,"uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb","uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
5,NA,NA,NA,"F",22,0,0,0,4,0,0,"uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb","uuid:ef1c7fe6-3166-489b-97ec-955373a8e2fb/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[5]"
1,NA,NA,NA,"F",70,0,2,0,0,0,0,"uuid:0ba6c3bb-45d0-4d69-85cd-944270d0cff6","uuid:0ba6c3bb-45d0-4d69-85cd-944270d0cff6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",70,1,0,0,0,0,0,"uuid:0ba6c3bb-45d0-4d69-85cd-944270d0cff6","uuid:0ba6c3bb-45d0-4d69-85cd-944270d0cff6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",40,1,0,0,0,0,0,"uuid:0ba6c3bb-45d0-4d69-85cd-944270d0cff6","uuid:0ba6c3bb-45d0-4d69-85cd-944270d0cff6/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
1,NA,NA,NA,"F",38,0,2,0,0,0,0,"uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284","uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[1]"
2,NA,NA,NA,"M",39,1,0,0,0,0,0,"uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284","uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[2]"
3,NA,NA,NA,"M",16,0,0,3,0,0,0,"uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284","uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[3]"
4,NA,NA,NA,"F",13,0,0,0,0,0,6,"uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284","uuid:a4d684a9-5905-4e1e-8bf3-1815aaa56284/survey_grp/SECTION_HOUSEHOLD_INFO/householdpopulation/hh_pop_repeat[4]"
